sequence,label
Lysine-Leucine-Glycine-Valine-Methionine,1.137037455
Lysine-Leucine-Isoleucine-Lysine-Glycine-Arginine-Threonine-Proline-Isoleucine-Lysine-Phenylalanine-Glycine-Lysine,0.804820679
Lysine-Leucine-Proline-Cysteine-Arginine-Serine-Asparagine-Threonine-Phenylalanine-Leucine-Asparagine-Isoleucine-Phenylalanine-Arginine-Arginine-Lysine-Lysine-Proline-Glycine,2.167937313
Lysine-Leucine-Proline-Valine-Methionine,0.240549248
Lysine-Leucine-Proline-Valine-Threonine,0.978636948
Lysine-Leucine-Threonine-Arginine-Alanine-Glutamine-Arginine-Arginine-Alanine-Alanine-Alanine-Arginine-Lysine-Asparagine-Lysine-Arginine-Asparagine-Threonine-Arginine-Glycine-Cysteine,2.032135047
Lysine-Leucine-Tryptophan-Methionine-Arginine-Tryptophan-Tyrosine-Serine-Alanine-Threonine-Threonine-Arginine-Arginine-Tyrosine-Glycine,2.100473936
Lysine-Leucine-Tryptophan-Methionine-Arginine-Tryptophan-Tyrosine-Serine-Proline-Threonine-Threonine-Arginine-Arginine-Tyrosine-Glycine,2.010639117
Lysine-Leucine-Tryptophan-Methionine-Arginine-Tryptophan-Tyrosine-Serine-Proline-Tryptophan-Threonine-Arginine-Arginine-Tyrosine-Glycine,2.077585906
Lysine-Leucine-Tryptophan-Serine-Alanine-Tryptophan-Proline-Serine-Leucine-Tryptophan-Serine-Serine-Leucine-Tryptophan-Lysine-Proline,2.016448318
Lysine-Methionine-Threonine-Arginine-Alanine-Glutamine-Arginine-Arginine-Alanine-Alanine-Alanine-Arginine-Arginine-Asparagine-Arginine-Tryptophan-Threonine-Alanine-Arginine-Glycine-Cysteine,1.997517439
Lysine-Asparagine-Alanine-Tryptophan-Lysine-Histidine-Serine-Serine-Cysteine-Histidine-Histidine-Arginine-Histidine-Glutamine-Isoleucine,1.408918021
Lysine-Proline-Arginine-Serine-Lysine-Asparagine-Proline-Proline-Lysine-Lysine-Proline-Lysine,1.218797998
Lysine-Arginine-Isoleucine-Histidine-Proline-Arginine-Leucine-Threonine-Arginine-Serine-Isoleucine-Arginine,0.933487288
Lysine-Arginine-Isoleucine-Isoleucine-Glutamine-Arginine-Isoleucine-Leucine-Serine-Arginine-Asparagine-Serine,1.187802639
Lysine-Arginine-Isoleucine-Proline-Asparagine-Lysine-Lysine-Proline-Glycine-Lysine-Lysine,-0.408935393
Lysine-Arginine-Isoleucine-Proline-Asparagine-Lysine-Lysine-Proline-Glycine-Lysine-Lysine-Threonine,0.824125834
Lysine-Arginine-Isoleucine-Proline-Asparagine-Lysine-Lysine-Proline-Glycine-Lysine-Lysine-Threonine-Threonine-Threonine-Lysine-Proline-Threonine-Lysine-Lysine,1.021189299
Lysine-Arginine-Isoleucine-Proline-Asparagine-Lysine-Lysine-Proline-Glycine-Lysine-Lysine-Threonine-Threonine-Threonine-Lysine-Proline-Threonine-Lysine-Lysine-Proline-Threonine-Isoleucine-Lysine,1.294245716
Lysine-Arginine-Isoleucine-Proline-Asparagine-Lysine-Lysine-Proline-Lysine-Lysine,1.482873584
Lysine-Arginine-Proline-Alanine-Alanine-Isoleucine-Lysine-Lysine-Alanine-Glycine-Glutamine-Alanine-Lysine-Lysine-Lysine-Lysine,1.15715444
Lysine-Arginine-Valine-Serine-Arginine-Asparagine-Lysine-Serine-Glutamic acid-Lysine-Lysine-Arginine-Arginine,1.26927939
Lysine-Serine-Isoleucine-Cysteine-Lysine-Threonine-Isoleucine-Proline-Serine-Asparagine-Lysine-Proline-Lysine-Lysine-Lysine,1.313656347
Lysine-Threonine-Isoleucine-Glutamic acid-Alanine-Histidine-Proline-Proline-Tyrosine-Tyrosine-Alanine-Serine,0.794488047
Lysine-Threonine-Isoleucine-Proline-Serine-Asparagine-Lysine-Proline-Lysine-Lysine-Lysine,0.522444234
Lysine-Threonine-Valine-Leucine-Leucine-Arginine-Lysine-Leucine-Leucine-Lysine-Leucine-Leucine-Valine-Arginine-Lysine-Isoleucine,2.932250472
Lysine-Tryptophan-Phenylalanine-Glutamic acid-Threonine-Tryptophan-Phenylalanine-Threonine-Glutamic acid-Tryptophan-Proline-Lysine-Lysine-Arginine-Lysine,1.827433895
Leucine-Aspartic acid-Isoleucine-Threonine-Proline-Phenylalanine-Leucine-Serine-Leucine-Threonine-Leucine-Proline,1.654850091
Leucine-Glycine-Isoleucine-Serine-Tyrosine-Glycine-Arginine-Lysine-Lysine-Arginine-Arginine-Glutamine-Arginine-Arginine-Arginine-Proline-Proline-Glutamine,1.842921121
Leucine-Glycine-Leucine-Leucine-Leucine-Arginine-Histidine-Leucine-Arginine-Histidine-Histidine-Serine-Asparagine-Leucine-Leucine-Alanine-Asparagine-Isoleucine,2.266443381
Leucine-Glycine-Threonine-Tyrosine-Threonine-Glutamine-Aspartic acid-Phenylalanine-Asparagine-Lysine-Phenylalanine-Histidine-Threonine-Phenylalanine-Proline-Glutamine-Threonine-Alanine-Isoleucine-Glycine-Valine-Glycine-Alanine-Proline,1.182414652
Leucine-Isoleucine-Isoleucine-Phenylalanine-Alanine-Isoleucine-Alanine-Alanine-Serine-Histidine-Lysine-Lysine,2.141857223
Leucine-Isoleucine-Isoleucine-Phenylalanine-Alanine-Isoleucine-Leucine-Isoleucine-Serine-Histidine-Lysine-Lysine,1.517459827
Leucine-Isoleucine-Isoleucine-Phenylalanine-Arginine-Isoleucine-Alanine-Alanine-Serine-Histidine-Lysine-Lysine,2.313930463
Leucine-Isoleucine-Isoleucine-Phenylalanine-Arginine-Isoleucine-Leucine-Isoleucine-Serine-Histidine,1.691523522
Leucine-Isoleucine-Isoleucine-Phenylalanine-Arginine-Isoleucine-Leucine-Isoleucine-Serine-Histidine-Histidine-Histidine,1.994361152
Leucine-Isoleucine-Isoleucine-Phenylalanine-Arginine-Isoleucine-Leucine-Isoleucine-Serine-Histidine-Lysine,2.138081546
Leucine-Isoleucine-Isoleucine-Phenylalanine-Arginine-Isoleucine-Leucine-Isoleucine-Serine-Histidine-Lysine-Lysine,2.182585825
Leucine-Isoleucine-Isoleucine-Phenylalanine-Arginine-Isoleucine-Leucine-Isoleucine-Serine-Histidine-Arginine,1.710117365
Leucine-Isoleucine-Isoleucine-Phenylalanine-Arginine-Isoleucine-Leucine-Isoleucine-Serine-Histidine-Arginine-Arginine,2.080446095
Leucine-Isoleucine-Arginine-Leucine-Tryptophan-Serine-Histidine-Leucine-Isoleucine-Histidine-Isoleucine-Tryptophan-Phenylalanine-Glutamine-Asparagine-Arginine-Arginine-Leucine-Lysine-Tryptophan-Lysine-Lysine-Lysine,2.629001619
Leucine-Lysine-Threonine-Leucine-Alanine-Threonine-Alanine-Leucine-Threonine-Lysine-Leucine-Alanine-Lysine-Threonine-Leucine-Threonine-Threonine-Leucine,2.340305277
Leucine-Leucine-Isoleucine-Isoleucine-Leucine-Alanine-Arginine-Arginine-Isoleucine-Arginine-Lysine-Glutamine-Alanine-Histidine-Alanine-Histidine-Serine-Lysine,2.212240889
Leucine-Leucine-Isoleucine-Isoleucine-Leucine-Arginine-Alanine-Arginine-Isoleucine-Arginine-Lysine-Glutamine-Alanine-Histidine-Alanine-Histidine-Serine-Lysine,2.3232521
Leucine-Leucine-Isoleucine-Isoleucine-Leucine-Arginine-Arginine-Alanine-Isoleucine-Arginine-Lysine-Glutamine-Alanine-Histidine-Alanine-Histidine-Serine-Lysine,2.321287665
Leucine-Leucine-Isoleucine-Isoleucine-Leucine-Arginine-Arginine-Arginine-Isoleucine-Alanine-Arginine-Lysine-Glutamine-Alanine-Histidine-Alanine-Histidine-Serine-Lysine,2.360612345
Leucine-Leucine-Isoleucine-Isoleucine-Leucine-Arginine-Arginine-Arginine-Isoleucine-Arginine-Alanine-Glutamine-Alanine-Histidine-Alanine-Histidine-Serine-Lysine,2.318835192
Leucine-Leucine-Isoleucine-Isoleucine-Leucine-Arginine-Arginine-Arginine-Isoleucine-Arginine-Lysine-Alanine-Alanine-Histidine-Alanine-Histidine-Serine-Lysine,2.400347998
Leucine-Leucine-Isoleucine-Isoleucine-Leucine-Arginine-Arginine-Arginine-Isoleucine-Arginine-Lysine-Glutamine-Alanine-Histidine-Alanine-Alanine-Serine-Lysine,2.365319476
Leucine-Leucine-Isoleucine-Isoleucine-Leucine-Arginine-Arginine-Arginine-Isoleucine-Arginine-Lysine-Glutamine-Alanine-Histidine-Alanine-Histidine-Alanine-Lysine,2.364307047
Leucine-Leucine-Isoleucine-Isoleucine-Leucine-Arginine-Arginine-Arginine-Isoleucine-Arginine-Lysine-Glutamine-Alanine-Histidine-Alanine-Histidine-Serine-Alanine,2.389591307
Leucine-Leucine-Isoleucine-Isoleucine-Leucine-Arginine-Arginine-Arginine-Isoleucine-Arginine-Lysine-Glutamine-Alanine-Histidine-Alanine-Histidine-Serine-Lysine,2.353570042
Leucine-Leucine-Lysine-Lysine-Arginine-Lysine-Valine-Valine-Arginine-Leucine-Isoleucine-Lysine-Phenylalanine-Leucine-Leucine-Lysine,2.638788667
Leucine-Leucine-Lysine-Threonine-Threonine-Alanine-Leucine-Leucine-Lysine-Threonine-Threonine-Alanine-Leucine-Leucine-Lysine-Threonine-Threonine-Alanine,1.726808683
Leucine-Leucine-Lysine-Threonine-Threonine-Glutamic acid-Leucine-Leucine-Lysine-Threonine-Threonine-Glutamic acid-Leucine-Leucine-Lysine-Threonine-Threonine-Glutamic acid,1.271609301
Leucine-Asparagine-Serine-Alanine-Glycine-Tyrosine-Leucine-Leucine-Glycine-Lysine-Isoleucine-Asparagine-Leucine-Lysine-Alanine-Leucine-Alanine-Alanine-Leucine-Alanine-Lysine-Lysine-Isoleucine-Leucine,2.625446218
Leucine-Asparagine-Valine-Proline-Proline-Serine-Tryptophan-Phenylalanine-Leucine-Serine-Glutamine-Arginine,1.179838928
Leucine-Proline-Histidine-Proline-Valine-Leucine-Histidine-Methionine-Glycine-Proline-Leucine-Arginine,1.219846386
Leucine-Arginine-Arginine-Glutamic acid-Arginine-Glutamine-Serine-Arginine-Leucine-Arginine-Arginine-Glutamic acid-Arginine-Glutamine-Serine-Arginine,1.780605306
Leucine-Threonine-Methionine-Proline-Serine-Aspartic acid-Leucine-Glutamine-Proline-Valine-Leucine-Tryptophan,1.010299957
Leucine-Threonine-Arginine-Asparagine-Tyrosine-Glutamic acid-Alanine-Tryptophan-Valine-Proline-Threonine-Proline,0.902002891
Methionine-Alanine-Isoleucine-Tyrosine-Arginine-Aspartic acid-Leucine-Isoleucine-Serine,0.465382851
Methionine-Aspartic acid-Alanine-Glutamine-Threonine-Arginine-Arginine-Arginine-Glutamic acid-Arginine-Arginine-Alanine-Glutamic acid-Lysine-Glutamine-Alanine-Glutamine-Glutamine-Tryptophan-Lysine-Alanine-Alanine-Asparagine,1.155943018
Methionine-Glycine-Leucine-Glycine-Leucine-Histidine-Leucine-Leucine-Valine-Leucine-Alanine-Alanine-Alanine-Leucine-Glutamine-Glycine-Alanine,1.502973059
Methionine-Glycine-Leucine-Glycine-Leucine-Histidine-Leucine-Leucine-Valine-Leucine-Alanine-Alanine-Alanine-Leucine-Glutamine-Glycine-Alanine-Lysine-Lysine-Lysine-Arginine-Lysine-Valine,2.473720477
Methionine-Histidine-Lysine-Arginine-Proline-Threonine-Threonine-Proline-Serine-Arginine-Lysine-Methionine,0.797959644
Methionine-Isoleucine-Alanine-Tyrosine-Arginine-Aspartic acid-Leucine-Isoleucine-Serine,0.894869657
Methionine-Isoleucine-Isoleucine-Alanine-Arginine-Aspartic acid-Leucine-Isoleucine-Serine,0.866877814
Methionine-Isoleucine-Isoleucine-Phenylalanine-Alanine-Isoleucine-Alanine-Alanine-Serine-Histidine-Lysine-Lysine,1.97391257
Methionine-Isoleucine-Isoleucine-Phenylalanine-Lysine-Isoleucine-Alanine-Alanine-Serine-Histidine-Lysine-Lysine,1.972573081
Methionine-Isoleucine-Isoleucine-Phenylalanine-Arginine-Alanine-Alanine-Alanine-Serine-Histidine-Lysine-Lysine,1.825620825
Methionine-Isoleucine-Isoleucine-Phenylalanine-Arginine-Alanine-Leucine-Isoleucine-Serine-Histidine-Lysine-Lysine,2.291657396
Methionine-Isoleucine-Isoleucine-Phenylalanine-Arginine-Aspartic acid-Leucine-Isoleucine-Serine-Histidine,1.033825694
Methionine-Isoleucine-Isoleucine-Phenylalanine-Arginine-Isoleucine-Alanine-Alanine-Serine-Histidine-Lysine-Lysine,2.080482179
Methionine-Isoleucine-Isoleucine-Phenylalanine-Arginine-Isoleucine-Alanine-Alanine-Threonine-Histidine-Lysine-Lysine,2.298831252
Methionine-Isoleucine-Isoleucine-Phenylalanine-Arginine-Isoleucine-Alanine-Alanine-Tyrosine-Histidine-Lysine-Lysine,2.243583676
Methionine-Isoleucine-Isoleucine-Phenylalanine-Arginine-Isoleucine-Leucine-Isoleucine-Serine-Histidine-Lysine-Lysine,2.153387979
Methionine-Isoleucine-Isoleucine-Arginine-Arginine-Aspartic acid-Leucine-Isoleucine-Serine-Glutamic acid,0.495544338
Methionine-Isoleucine-Isoleucine-Serine-Arginine-Aspartic acid-Leucine-Isoleucine-Serine-Histidine,0.376576957
Methionine-Isoleucine-Isoleucine-Tyrosine-Alanine-Aspartic acid-Leucine-Isoleucine-Serine,1.230193379
Methionine-Isoleucine-Isoleucine-Tyrosine-Alanine-Arginine-Arginine-Alanine-Glutamic acid-Glutamic acid,1.120902818
Methionine-Isoleucine-Isoleucine-Tyrosine-Arginine-Alanine-Glutamic acid-Isoleucine-Serine-Histidine,1.208172527
Methionine-Isoleucine-Isoleucine-Tyrosine-Arginine-Alanine-Leucine-Isoleucine-Serine,1.587710965
Methionine-Isoleucine-Isoleucine-Tyrosine-Arginine-Alanine-Leucine-Isoleucine-Serine-Histidine-Lysine-Lysine,1.913760886
Methionine-Isoleucine-Isoleucine-Tyrosine-Arginine-Aspartic acid,1.071882007
Methionine-Isoleucine-Isoleucine-Tyrosine-Arginine-Aspartic acid-Alanine-Isoleucine-Serine,1.415474168
Methionine-Isoleucine-Isoleucine-Tyrosine-Arginine-Aspartic acid-Lysine-Lysine-Serine-Histidine,0.770115295
Methionine-Isoleucine-Isoleucine-Tyrosine-Arginine-Aspartic acid-Leucine,1.145817714
Methionine-Isoleucine-Isoleucine-Tyrosine-Arginine-Aspartic acid-Leucine-Alanine-Serine,0.941014244
Methionine-Isoleucine-Isoleucine-Tyrosine-Arginine-Aspartic acid-Leucine-Isoleucine,1.441066407
Methionine-Isoleucine-Isoleucine-Tyrosine-Arginine-Aspartic acid-Leucine-Isoleucine-Alanine,1.117933835
Methionine-Isoleucine-Isoleucine-Tyrosine-Arginine-Aspartic acid-Leucine-Isoleucine-Serine,0.85672889
Methionine-Isoleucine-Isoleucine-Tyrosine-Arginine-Aspartic acid-Leucine-Isoleucine-Serine-Histidine,0.866877814
Methionine-Isoleucine-Isoleucine-Tyrosine-Arginine-Aspartic acid-Leucine-Isoleucine-Serine-Lysine-Lysine,1.289142836
Methionine-Isoleucine-Isoleucine-Tyrosine-Arginine-Isoleucine-Alanine-Alanine-Serine-Histidine-Lysine-Lysine,1.686278678
Methionine-Leucine-Leucine-Leucine-Threonine-Arginine-Arginine-Arginine-Serine-Threonine,1.481012421
Methionine-Threonine-Proline-Serine-Serine-Leucine-Serine-Threonine-Leucine-Proline-Tryptophan-Proline,0.725911632
Methionine-Valine-Arginine-Arginine-Phenylalanine-Leucine-Valine-Threonine-Leucine-Arginine-Isoleucine-Arginine-Arginine-Alanine-Cysteine-Glycine-Proline-Proline-Arginine-Valine-Arginine-Valine,1.641672373
Methionine-Valine-Threonine-Valine-Leucine-Phenylalanine-Arginine-Arginine-Leucine-Arginine-Isoleucine-Arginine-Arginine-Alanine-Cysteine-Glycine-Proline-Proline-Arginine-Valine-Arginine-Valine,1.890588668
Asparagine-Alanine-Lysine-Threonine-Arginine-Arginine-Histidine-Glutamic acid-Arginine-Arginine-Arginine-Lysine-Leucine-Alanine-Isoleucine-Glutamic acid-Arginine-Glycine-Cysteine,1.672190251
Asparagine-Isoleucine-Glutamic acid-Asparagine-Serine-Threonine-Leucine-Alanine-Threonine-Proline-Leucine-Serine,0.195899652
Asparagine-Lysine-Arginine-Isoleucine-Leucine-Isoleucine-Arginine-Isoleucine-Methionine-Threonine-Arginine-Proline,1.916348652
Asparagine-Arginine-Alanine-Arginine-Arginine-Asparagine-Arginine-Arginine-Arginine-Valine-Arginine,1.188365926
Asparagine-Arginine-Arginine-Methionine-Lysine-Tryptophan-Lysine-Lysine,1.15624619
Asparagine-Serine-Glycine-Threonine-Methionine-Glutamine-Serine-Alanine-Serine-Arginine-Alanine-Threonine,0.567026366
Asparagine-Tyrosine-Threonine-Threonine-Tyrosine-Lysine-Serine-Histidine-Phenylalanine-Glutamine-Aspartic acid-Arginine,0.859738566
Proline-Alanine-Arginine-Alanine-Alanine-Arginine-Arginine-Alanine-Alanine-Arginine-Arginine,0.80140371
Proline-Phenylalanine-Valine-Tyrosine-Leucine-Isoleucine,1.436003536
Proline-Isoleucine-Arginine-Arginine-Arginine-Lysine-Lysine-Leucine-Arginine-Arginine-Leucine-Lysine,1.540704783
Proline-Lysine-Lysine-Lysine-Arginine-Lysine-Valine,1.178401342
Proline-Lysine-Lysine-Lysine-Arginine-Lysine-Valine-Alanine-Leucine-Tryptophan-Lysine-Threonine-Leucine-Leucine-Lysine-Lysine-Valine-Leucine-Lysine-Alanine,2.591965668
Proline-Leucine-Serine-Serine-Isoleucine-Phenylalanine-Serine-Arginine-Isoleucine-Glycine-Aspartic acid-Proline,0.781036939
Proline-Methionine-Leucine-Lysine-Glutamic acid,1.123198075
Proline-Asparagine-Threonine-Arginine-Valine-Arginine-Proline-Aspartic acid-Valine-Serine-Phenylalanine,0.478566496
Proline-Proline-Histidine-Asparagine-Arginine-Isoleucine-Glutamine-Arginine-Arginine-Leucine-Asparagine-Methionine,0.45484486
Proline-Proline-Lysine-Lysine-Serine-Alanine-Glutamine-Cysteine-Leucine-Arginine-Tyrosine-Lysine-Lysine-Proline-Glutamic acid,1.196728723
Proline-Proline-Arginine-Leucine-Arginine-Lysine-Arginine-Arginine-Glutamine-Leucine-Asparagine-Methionine,1.097951071
Proline-Glutamine-Asparagine-Arginine-Leucine-Glutamine-Isoleucine-Arginine-Arginine-Histidine-Serine-Lysine,1.230193379
Proline-Arginine-Proline-Leucine-Proline-Phenylalanine-Proline-Arginine-Proline-Glycine,0.477121255
Proline-Serine-Lysine-Arginine-Leucine-Leucine-Histidine-Asparagine-Asparagine-Leucine-Arginine-Arginine,0.918030337
Proline-Serine-Serine-Serine-Serine-Serine-Serine-Arginine-Isoleucine-Glycine-Aspartic acid-Proline,1.203848464
Glutamine-Alanine-Alanine-Serine-Arginine-Valine-Glutamic acid-Asparagine-Tyrosine-Methionine-Histidine-Arginine,0.025305865
Glutamine-Isoleucine-Isoleucine-Serine-Arginine-Aspartic acid-Leucine-Isoleucine-Serine-Histidine,0.103803721
Glutamine-Isoleucine-Lysine-Isoleucine-Tryptophan-Phenylalanine-Glutamine-Asparagine-Arginine-Arginine-Methionine-Lysine-Tryptophan-Lysine-Lysine,2.271748699
Glutamine-Leucine-Alanine-Leucine-Glutamine-Leucine-Alanine-Leucine-Glutamine-Alanine-Leucine-Glutamine-Alanine-Alanine-Leucine-Glutamine-Leucine-Alanine,1.997866726
Glutamine-Leucine-Proline-Valine-Methionine,1.015359755
Glutamine-Asparagine-Arginine-Arginine-Methionine-Lysine-Tryptophan-Lysine-Lysine,1.225050696
Glutamine-Proline-Isoleucine-Isoleucine-Isoleucine-Threonine-Serine-Proline-Tyrosine-Leucine-Proline-Serine,0.531478917
Glutamine-Glutamine-Histidine-Leucine-Leucine-Isoleucine-Alanine-Isoleucine-Asparagine-Glycine-Tyrosine-Proline-Arginine-Tyrosine-Asparagine,1.393926007
Glutamine-Arginine-Isoleucine-Arginine-Lysine-Serine-Lysine-Isoleucine-Serine-Arginine-Threonine-Leucine,1.079904468
Glutamine-Serine-Proline-Threonine-Aspartic acid-Phenylalanine-Threonine-Phenylalanine-Proline-Asparagine-Proline-Leucine,0.95230801
Glutamine-Threonine-Arginine-Arginine-Arginine-Glutamic acid-Arginine-Arginine-Alanine-Glutamic acid-Lysine-Glutamine-Alanine-Glutamine-Tryptophan,1.114277297
Arginine-Alanine-Glycine-Leucine-Glutamine-Phenylalanine-Proline-Valine-Glycine-Arginine-Valine-Histidine-Arginine-Leucine-Leucine-Arginine-Lysine,1.160168293
Arginine-Alanine-Isoleucine-Lysine-Isoleucine-Tryptophan-Phenylalanine-Glutamine-Asparagine-Arginine-Arginine-Methionine-Lysine-Tryptophan-Lysine-Lysine,1.930490565
Arginine-Alanine-Tryptophan-Methionine-Arginine-Tryptophan-Tyrosine-Serine-Proline-Threonine-Threonine-Arginine-Arginine-Tyrosine-Glycine,1.461048092
Arginine-Histidine-Isoleucine-Lysine-Isoleucine-Tryptophan-Phenylalanine-Glutamine-Asparagine-Arginine-Arginine-Methionine-Lysine-Tryptophan-Lysine-Lysine,2.156306799
Arginine-Isoleucine-Phenylalanine-Isoleucine-Glycine-Cysteine,1.703033305
Arginine-Isoleucine-Phenylalanine-Isoleucine-Histidine-Phenylalanine-Arginine-Isoleucine-Glycine-Cysteine,1.689930104
Arginine-Isoleucine-Phenylalanine-Isoleucine-Arginine-Isoleucine-Glycine-Cysteine,1.421768401
Arginine-Isoleucine-Leucine-Glutamine-Glutamine-Leucine-Leucine-Phenylalanine-Isoleucine-Histidine-Phenylalanine,1.542078146
Arginine-Isoleucine-Leucine-Glutamine-Glutamine-Leucine-Leucine-Phenylalanine-Isoleucine-Histidine-Phenylalanine-Arginine-Isoleucine-Glycine-Cysteine,1.88155583
Arginine-Isoleucine-Leucine-Glutamine-Glutamine-Leucine-Leucine-Phenylalanine-Isoleucine-Histidine-Phenylalanine-Arginine-Isoleucine-Glycine-Cysteine-Arginine-Histidine,1.943296615
Arginine-Isoleucine-Leucine-Glutamine-Glutamine-Leucine-Leucine-Phenylalanine-Isoleucine-Histidine-Phenylalanine-Arginine-Isoleucine-Glycine-Cysteine-Arginine-Histidine-Serine-Arginine-Isoleucine,1.976258249
Arginine-Isoleucine-Arginine-Methionine-Isoleucine-Glutamine-Asparagine-Leucine-Isoleucine-Lysine-Lysine-Threonine,1.345765693
Arginine-Lysine-Lysine-Arginine-Arginine-Alanine-Arginine-Arginine-Arginine,1.651374944
Arginine-Lysine-Lysine-Arginine-Arginine-Glutamine-Arginine-Arginine,1.41447195
Arginine-Lysine-Lysine-Arginine-Arginine-Glutamine-Arginine-Arginine-Arginine,1.860158261
Arginine-Lysine-Lysine-Arginine-Arginine-Arginine-Glutamic acid-Serine-Arginine-Lysine-Lysine-Arginine-Arginine-Arginine-Glutamic acid-Serine,1.823474229
Arginine-Lysine-Lysine-Arginine-Arginine-Arginine-Glutamic acid-Serine-Arginine-Lysine-Lysine-Arginine-Arginine-Arginine-Glutamic acid-Serine-Cysteine,2.033584576
Arginine-Lysine-Lysine-Arginine-Arginine-Arginine-Glutamic acid-Serine-Arginine-Arginine-Alanine-Arginine-Arginine-Serine-Proline-Arginine-Histidine-Leucine,1.836956737
Arginine-Leucine-Alanine-Methionine-Arginine-Tryptophan-Tyrosine-Serine-Proline-Threonine-Threonine-Arginine-Arginine-Tyrosine-Glycine,1.825231323
Arginine-Leucine-Phenylalanine-Methionine-Arginine-Phenylalanine-Tyrosine-Serine-Proline-Threonine-Threonine-Arginine-Arginine-Tyrosine-Glycine,1.968576335
Arginine-Leucine-Isoleucine-Methionine-Arginine-Isoleucine-Tyrosine-Serine-Proline-Threonine-Threonine-Arginine-Arginine-Tyrosine-Glycine,1.974189191
Arginine-Leucine-Serine-Glycine-Methionine-Asparagine-Glutamic acid-Valine-Leucine-Serine-Phenylalanine-Arginine-Tryptophan-Leucine,1.476686743
Arginine-Leucine-Valine-Methionine-Arginine-Valine-Tyrosine-Serine-Proline-Threonine-Threonine-Arginine-Arginine-Tyrosine-Glycine,2.150265087
Arginine-Leucine-Tryptophan-Alanine-Arginine-Tryptophan-Tyrosine-Serine-Proline-Threonine-Threonine-Arginine-Arginine-Tyrosine-Glycine,1.814180981
Arginine-Leucine-Tryptophan-Methionine-Arginine-Tryptophan-Alanine-Serine-Proline-Threonine-Threonine-Arginine-Arginine-Tyrosine-Glycine,1.921426341
Arginine-Leucine-Tryptophan-Methionine-Arginine-Tryptophan-Tyrosine-Alanine-Proline-Threonine-Threonine-Arginine-Arginine-Tyrosine-Glycine,1.993083361
Arginine-Leucine-Tryptophan-Methionine-Arginine-Tryptophan-Tyrosine-Serine-Proline-Alanine-Threonine-Arginine-Arginine-Tyrosine-Glycine,2.031085148
Arginine-Leucine-Tryptophan-Methionine-Arginine-Tryptophan-Tyrosine-Serine-Proline-Threonine-Alanine-Arginine-Arginine-Tyrosine-Glycine,1.949292401
Arginine-Leucine-Tryptophan-Methionine-Arginine-Tryptophan-Tyrosine-Serine-Proline-Threonine-Threonine-Arginine-Arginine-Alanine-Glycine,2.229502662
Arginine-Leucine-Tryptophan-Methionine-Arginine-Tryptophan-Tyrosine-Serine-Proline-Threonine-Threonine-Arginine-Arginine-Tyrosine-Alanine,2.171697207
Arginine-Leucine-Tryptophan-Methionine-Arginine-Tryptophan-Tyrosine-Serine-Proline-Threonine-Threonine-Arginine-Arginine-Tyrosine-Glycine,2.018742096
Arginine-Leucine-Tryptophan-Methionine-Arginine-Tryptophan-Tyrosine-Serine-Proline-Tryptophan-Threonine-Arginine-Arginine-Tyrosine-Glycine,1.532244644
Arginine-Leucine-Tryptophan-Arginine-Alanine-Leucine-Proline-Arginine-Valine-Leucine-Arginine-Arginine-Leucine-Leucine-Arginine-Proline,2.278296208
Arginine-Leucine-Tyrosine-Methionine-Arginine-Tyrosine-Tyrosine-Serine-Proline-Threonine-Threonine-Arginine-Arginine-Tyrosine-Glycine,1.930847192
Arginine-Asparagine-Arginine-Serine-Arginine-Histidine-Arginine-Arginine,0.81756537
Arginine-Glutamine-Alanine-Lysine-Isoleucine-Tryptophan-Phenylalanine-Glutamine-Asparagine-Arginine-Arginine-Methionine-Lysine-Tryptophan-Lysine-Lysine,1.901294817
Arginine-Glutamine-Alanine-Arginine-Arginine-Asparagine-Arginine-Arginine-Arginine-Alanine-Leucine-Tryptophan-Lysine-Threonine-Leucine-Leucine-Lysine-Lysine-Valine-Leucine-Lysine-Alanine,2.654147652
Arginine-Glutamine-Alanine-Arginine-Arginine-Asparagine-Arginine-Arginine-Arginine-Cysteine,1.836324116
Arginine-Glutamine-Isoleucine-Alanine-Isoleucine-Tryptophan-Phenylalanine-Glutamine-Asparagine-Arginine-Arginine-Methionine-Lysine-Tryptophan-Lysine-Lysine,2.183753706
Arginine-Glutamine-Isoleucine-Lysine-Alanine-Tryptophan-Phenylalanine-Glutamine-Asparagine-Arginine-Arginine-Methionine-Lysine-Tryptophan-Lysine-Lysine,1.787814567
Arginine-Glutamine-Isoleucine-Lysine-Isoleucine-Alanine-Phenylalanine-Glutamine-Asparagine-Arginine-Arginine-Methionine-Lysine-Tryptophan-Lysine-Lysine,2.088844563
Arginine-Glutamine-Isoleucine-Lysine-Isoleucine-Phenylalanine-Phenylalanine-Glutamine-Asparagine-Arginine-Arginine-Methionine-Lysine-Phenylalanine-Lysine-Lysine,2.323561463
Arginine-Glutamine-Isoleucine-Lysine-Isoleucine-Phenylalanine-Phenylalanine-Glutamine-Asparagine-Arginine-Arginine-Methionine-Lysine-Tryptophan-Lysine-Lysine,2.378597739
Arginine-Glutamine-Isoleucine-Lysine-Isoleucine-Tryptophan-Alanine-Glutamine-Asparagine-Arginine-Arginine-Methionine-Lysine-Tryptophan-Lysine-Lysine,1.883547879
